date,participant,movementBlock,trial,colourLeft,colourRight,fLeft,fRight,gratingOrientationLeft,gratingOrientationRight,t,greenButtonPressed,redButtonPressed,leftPupilSize,rightPupilSize,leftEyeX,leftEyeY,rightEyeX,rightEyeY
26/11/2019,Brian,stationary,1,green,red,0.8,3.2,horizontal,vertical,59.87029,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,1,green,red,0.8,3.2,horizontal,vertical,59.88156,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,1,green,red,0.8,3.2,horizontal,vertical,59.89265,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,1,green,red,0.8,3.2,horizontal,vertical,59.90343,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,1,green,red,0.8,3.2,horizontal,vertical,59.91478,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,1,green,red,0.8,3.2,horizontal,vertical,59.92566,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,1,green,red,0.8,3.2,horizontal,vertical,59.93691,1,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,1,green,red,0.8,3.2,horizontal,vertical,59.94791,1,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,1,green,red,0.8,3.2,horizontal,vertical,59.95899,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,1,green,red,0.8,3.2,horizontal,vertical,59.97021,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,1,green,red,0.8,3.2,horizontal,vertical,59.9828,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,1,green,red,0.8,3.2,horizontal,vertical,59.99234,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.0113979,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.0223505,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.0333312,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.0446009,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.055738,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.0666301,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.0780598,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.0898271,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.100812,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.1112183,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.1223435,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.1333606,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.1445621,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.1555896,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.1687475,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.1778063,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.1890451,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.1996789,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.2107126,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.2216559,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.2329259,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.2441542,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.2552114,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.2660903,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.2773498,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.2884142,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.299441,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.3106964,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.3218455,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.3327849,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.3441874,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.3550591,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.3661507,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.3789002,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.3884785,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.3997867,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.4106387,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.4215709,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.432804,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.4440151,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.4550317,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.466373,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.4775073,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.488298,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.4993351,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.5109697,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.5217828,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.5327608,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.5442779,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.5551543,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.566352,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.5791354,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.5887945,1,0,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.5997916,1,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.6110995,1,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.6219682,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.633279,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.6442672,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.6554682,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.666536,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.678188,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.6887005,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.6998175,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.7109632,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.7221807,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.7330531,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.7442396,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.7552794,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.7663746,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.7793151,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.7888426,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.7996719,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.8103431,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.8214,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.8325387,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.8437425,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.8554941,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.8665106,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.8769211,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.8880265,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.8991218,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.9102587,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.9213481,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.9323597,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.9438625,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.9545544,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.9656949,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.9768289,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.9895461,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,0.9989995,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.010865,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.022116,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.032417,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.04361,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.054609,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.06563,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.076987,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.08786,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.099249,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.110243,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.121287,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.132426,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.143567,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.154665,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.165922,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.177252,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.18961,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.199492,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.210789,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.221779,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.232867,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.244049,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.255236,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.266228,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.277383,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.288886,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.299476,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.310767,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.321761,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.333137,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.343984,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.355004,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.36618,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.377229,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.38835,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.401082,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.410721,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.421615,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.432739,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.444012,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.455246,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.46626,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.477269,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.488357,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.499326,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.5108,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.521615,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.532824,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.543909,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.554821,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.566223,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.577273,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.588264,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.599323,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.611755,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.621874,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.632599,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.643997,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.654904,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.666296,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.677121,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.688233,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.699918,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.710518,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.721861,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.732547,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.743825,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.754867,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.765915,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.777186,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.788173,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.799294,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.810485,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.82304,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.832473,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.843906,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.854969,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.866266,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.877302,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.888044,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.899222,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.911212,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.921419,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.932592,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.943801,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.954822,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.966042,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.976921,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.988147,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,1.999173,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.010692,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.023338,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.03293,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.043772,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.054862,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.065704,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.077038,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.088008,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.099149,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.110386,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.121245,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.132372,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.143754,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.154712,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.165705,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.176909,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.188305,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.199043,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.210996,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.22264,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.232376,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.243512,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.254633,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.265711,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.276963,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.287935,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.298963,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.310611,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.321454,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.332395,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.343701,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.35461,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.36623,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.376971,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.387908,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.399515,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.410237,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.421107,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.433529,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.443598,0,1,0,0,0,0,0,0
26/11/2019,Brian,stationary,2,green,red,3.2,0.8,vertical,horizontal,2.454685,0,1,0,0,0,0,0,0
