date,movementBlock,trial,colourLeft,colourRight,fLeft,fRight,gratingOrientationLeft,gratingOrientationRight,t,greenButtonPressed,redButtonPressed,leftPupilSize,rightPupilSize,leftEyeX,leftEyeY,rightEyeX,rightEyeY
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.573133,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.583845,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.594893,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.60649,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.616973,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.628197,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.639482,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.650501,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.661661,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.672561,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.683798,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.694764,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.705914,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.717111,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.728117,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.739396,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.751571,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.761477,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.772643,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.783669,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.794746,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.805942,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.817019,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.828128,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.839099,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.850345,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.861583,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.872461,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.883657,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.894886,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.906054,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.917122,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.928111,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.93903,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.95037,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.962584,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.97261,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.983422,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,8.994707,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.005754,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.016764,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.028838,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.038971,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.0503,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.061275,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.072367,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.083595,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.095169,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.105818,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.116762,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.127924,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.139249,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.150061,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.161369,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.173511,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.184249,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.194995,0,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.205831,0,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.216722,0,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.228092,0,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.239053,0,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.250167,0,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.261179,0,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.272391,0,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.283493,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.294538,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.305504,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.316714,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.327831,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.338883,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.349943,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.361393,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.372147,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.38486,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.394449,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.405694,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.41613,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.427093,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.438243,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.449403,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.460558,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.471539,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.482702,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.493986,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.504814,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.516227,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.527138,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.538279,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.549303,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.560536,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.571756,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.582611,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.595789,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.604896,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.615983,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.627161,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.638109,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.649411,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.66036,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.67179,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.682724,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.693793,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.704687,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.716015,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.72707,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.738312,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.749224,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.760443,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.771632,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.782964,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.795481,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.805305,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.81654,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.827911,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.838675,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.849736,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.860844,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.872559,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.883237,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.894196,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.90532,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.916562,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.927937,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.93869,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.949801,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.960858,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.972377,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.983401,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,9.995482,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.00524,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.01658,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.02769,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.03851,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.04982,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.06107,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.07191,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.08294,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.09412,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.1053,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.11635,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.1275,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.13893,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.14956,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.1608,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.1718,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.18309,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.19462,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.20686,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.21676,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.22736,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.23867,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.2496,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.2608,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.2718,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.28297,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.29463,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.30515,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.31649,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.32746,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.33841,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.34961,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.361,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.37182,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.38287,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.39388,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.40534,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.41737,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.42721,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.43837,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.44977,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.46075,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.47181,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.48295,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.49399,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.50516,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.51621,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.52738,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.53852,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.5494,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.56139,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.57165,0,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.5828,1,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.5939,1,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.6053,1,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.61609,1,1,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.62859,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.63829,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.64938,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.66075,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.6717,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.68306,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.6942,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.70489,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.71616,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.72745,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.73828,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.74953,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.76085,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.77157,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.78272,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.79411,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.805,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.81599,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.82724,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.83976,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.84921,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.86052,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.87115,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.88252,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.89328,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.90441,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.91562,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.92667,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.9376,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.94875,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.96013,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.97102,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.98227,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,10.99322,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.00466,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.01544,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.0266,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.0376,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.05019,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.05996,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.07108,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.0822,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.09319,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.10427,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.11546,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.12641,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.13763,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.14863,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.15989,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.17075,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.18195,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.19322,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.20436,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.21543,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.22694,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.23785,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.25022,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.26043,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.27137,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.28235,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.29433,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.30471,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.31587,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.32693,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.33791,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.34912,1,0,0,0,0,0,0,0
2019-12-18,stationary,1,green,red,3.2,0.8,horizontal,vertical,11.36017,1,0,0,0,0,0,0,0
